run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v2_B_base_openrouter_20260602T142824147680,v2,v2+pdf872449f92d+t6cdb53d5d7b8,base,R09_no_tool_capability,False,unnecessary_tool,unexpected_tool_call,no_tool,clarify,False,False,False,expected no tool call
v2_B_base_openrouter_20260602T142824147680,v2,v2+pdf872449f92d+t6cdb53d5d7b8,base,R10_missing_handle,False,missing_info,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'text', got 'choice'"
v2_B_base_openrouter_20260602T142824147680,v2,v2+pdf872449f92d+t6cdb53d5d7b8,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v2_B_base_openrouter_20260602T142824147680,v2,v2+pdf872449f92d+t6cdb53d5d7b8,base,R12_confirm_before_send,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v2_B_base_openrouter_20260602T142824147680,v2,v2+pdf872449f92d+t6cdb53d5d7b8,base,R13_parallel_web_and_tweets,False,wrong_tool,missing_tool_call,lookup|social_search,lookup,False,False,False,missing tool call social_search
v2_B_base_openrouter_20260602T142824147680,v2,v2+pdf872449f92d+t6cdb53d5d7b8,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_openrouter_20260602T142824147680,v2,v2+pdf872449f92d+t6cdb53d5d7b8,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260602T142824147680,v2,v2+pdf872449f92d+t6cdb53d5d7b8,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260602T142824147680,v2,v2+pdf872449f92d+t6cdb53d5d7b8,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260602T142824147680,v2,v2+pdf872449f92d+t6cdb53d5d7b8,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v2_B_base_openrouter_20260602T142824147680,v2,v2+pdf872449f92d+t6cdb53d5d7b8,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260602T142824147680,v2,v2+pdf872449f92d+t6cdb53d5d7b8,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T144512368042,v3,v3+p755d0a3cf216+t6cdb53d5d7b8,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T144512368042,v3,v3+p755d0a3cf216+t6cdb53d5d7b8,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260602T144512368042,v3,v3+p755d0a3cf216+t6cdb53d5d7b8,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T144512368042,v3,v3+p755d0a3cf216+t6cdb53d5d7b8,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260602T144512368042,v3,v3+p755d0a3cf216+t6cdb53d5d7b8,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T144512368042,v3,v3+p755d0a3cf216+t6cdb53d5d7b8,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T144512368042,v3,v3+p755d0a3cf216+t6cdb53d5d7b8,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260602T144512368042,v3,v3+p755d0a3cf216+t6cdb53d5d7b8,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260602T144512368042,v3,v3+p755d0a3cf216+t6cdb53d5d7b8,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_openrouter_20260602T144512368042,v3,v3+p755d0a3cf216+t6cdb53d5d7b8,base,R10_missing_handle,False,missing_info,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'text', got 'choice'"
v3_B_base_openrouter_20260602T144512368042,v3,v3+p755d0a3cf216+t6cdb53d5d7b8,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260602T144512368042,v3,v3+p755d0a3cf216+t6cdb53d5d7b8,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260602T144512368042,v3,v3+p755d0a3cf216+t6cdb53d5d7b8,base,R13_parallel_web_and_tweets,False,wrong_tool,missing_tool_call,lookup|social_search,lookup,False,False,False,missing tool call social_search
v3_B_base_openrouter_20260602T144512368042,v3,v3+p755d0a3cf216+t6cdb53d5d7b8,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260602T144512368042,v3,v3+p755d0a3cf216+t6cdb53d5d7b8,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T144512368042,v3,v3+p755d0a3cf216+t6cdb53d5d7b8,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T144512368042,v3,v3+p755d0a3cf216+t6cdb53d5d7b8,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T144512368042,v3,v3+p755d0a3cf216+t6cdb53d5d7b8,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260602T144512368042,v3,v3+p755d0a3cf216+t6cdb53d5d7b8,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T144512368042,v3,v3+p755d0a3cf216+t6cdb53d5d7b8,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T153233662855,v3,v3+p3b4a8f9fa691+tf9b3d1b3c285,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T153233662855,v3,v3+p3b4a8f9fa691+tf9b3d1b3c285,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260602T153233662855,v3,v3+p3b4a8f9fa691+tf9b3d1b3c285,base,R03_web_news_routing,False,wrong_tool,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'AI', got 'tin tức AI hôm nay'"
v3_B_base_openrouter_20260602T153233662855,v3,v3+p3b4a8f9fa691+tf9b3d1b3c285,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260602T153233662855,v3,v3+p3b4a8f9fa691+tf9b3d1b3c285,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T153233662855,v3,v3+p3b4a8f9fa691+tf9b3d1b3c285,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T153233662855,v3,v3+p3b4a8f9fa691+tf9b3d1b3c285,base,R07_search_type_arg,False,wrong_arg_value,provider_error,social_search,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'openai/gpt-oss-20b:free is temporarily rate-limited upstream. Please retry shortly, or add your own key to accumulate your rate limits: https://openrouter.ai/settings/integrations', 'provider_name': 'OpenInference', 'is_byok': False}}, 'user_id': 'user_3DFRTvyOTerzqEh5rLJ5WmHpARi'}"
v3_B_base_openrouter_20260602T153233662855,v3,v3+p3b4a8f9fa691+tf9b3d1b3c285,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260602T153233662855,v3,v3+p3b4a8f9fa691+tf9b3d1b3c285,base,R09_no_tool_capability,False,unnecessary_tool,provider_error,no_tool,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'openai/gpt-oss-20b:free is temporarily rate-limited upstream. Please retry shortly, or add your own key to accumulate your rate limits: https://openrouter.ai/settings/integrations', 'provider_name': 'OpenInference', 'is_byok': False}}, 'user_id': 'user_3DFRTvyOTerzqEh5rLJ5WmHpARi'}"
v3_B_base_openrouter_20260602T153233662855,v3,v3+p3b4a8f9fa691+tf9b3d1b3c285,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260602T153233662855,v3,v3+p3b4a8f9fa691+tf9b3d1b3c285,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260602T153233662855,v3,v3+p3b4a8f9fa691+tf9b3d1b3c285,base,R12_confirm_before_send,False,wrong_boundary,provider_error,clarify,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'openai/gpt-oss-20b:free is temporarily rate-limited upstream. Please retry shortly, or add your own key to accumulate your rate limits: https://openrouter.ai/settings/integrations', 'provider_name': 'OpenInference', 'is_byok': False}}, 'user_id': 'user_3DFRTvyOTerzqEh5rLJ5WmHpARi'}"
v3_B_base_openrouter_20260602T153233662855,v3,v3+p3b4a8f9fa691+tf9b3d1b3c285,base,R13_parallel_web_and_tweets,False,wrong_tool,missing_tool_call,lookup|social_search,lookup,False,False,False,missing tool call social_search
v3_B_base_openrouter_20260602T153233662855,v3,v3+p3b4a8f9fa691+tf9b3d1b3c285,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260602T153233662855,v3,v3+p3b4a8f9fa691+tf9b3d1b3c285,base,M01_clarify_then_fill,True,missing_info,provider_error,timeline,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'openai/gpt-oss-20b:free is temporarily rate-limited upstream. Please retry shortly, or add your own key to accumulate your rate limits: https://openrouter.ai/settings/integrations', 'provider_name': 'OpenInference', 'is_byok': False}}, 'user_id': 'user_3DFRTvyOTerzqEh5rLJ5WmHpARi'}"
v3_B_base_openrouter_20260602T153233662855,v3,v3+p3b4a8f9fa691+tf9b3d1b3c285,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T153233662855,v3,v3+p3b4a8f9fa691+tf9b3d1b3c285,base,M03_correction_handle,True,wrong_arg_value,provider_error,timeline,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'openai/gpt-oss-20b:free is temporarily rate-limited upstream. Please retry shortly, or add your own key to accumulate your rate limits: https://openrouter.ai/settings/integrations', 'provider_name': 'OpenInference', 'is_byok': False}}, 'user_id': 'user_3DFRTvyOTerzqEh5rLJ5WmHpARi'}"
v3_B_base_openrouter_20260602T153233662855,v3,v3+p3b4a8f9fa691+tf9b3d1b3c285,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260602T153233662855,v3,v3+p3b4a8f9fa691+tf9b3d1b3c285,base,M05_correction_limit,True,wrong_arg_value,wrong_arg_value,timeline,timeline,False,True,False,"limit: expected 3, got 10"
v3_B_base_openrouter_20260602T153233662855,v3,v3+p3b4a8f9fa691+tf9b3d1b3c285,base,M06_switch_tool,True,wrong_tool,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'OpenAI', got 'OpenAI news'"
v3_B_extension_openrouter_20260602T153810541460,v3,v3+p3b4a8f9fa691+tf9b3d1b3c285,extension,E01_company_source_policy,False,wrong_tool,wrong_arg_value,policy,policy,False,True,False,"policy_area: expected 'source_citation', got 'all'"
v3_B_extension_openrouter_20260602T153810541460,v3,v3+p3b4a8f9fa691+tf9b3d1b3c285,extension,E02_company_data_privacy,False,wrong_tool,wrong_arg_value,policy,policy,False,True,False,"policy_area: expected 'data_privacy', got 'all'"
v3_B_extension_openrouter_20260602T153810541460,v3,v3+p3b4a8f9fa691+tf9b3d1b3c285,extension,E03_company_telegram_approval,False,wrong_tool,wrong_arg_value,policy,policy,False,True,False,"policy_area: expected 'external_publishing', got 'all'"
v3_B_extension_openrouter_20260602T153810541460,v3,v3+p3b4a8f9fa691+tf9b3d1b3c285,extension,E04_arxiv_search_topic,False,wrong_tool,,papers,papers,True,True,True,
v3_B_extension_openrouter_20260602T153810541460,v3,v3+p3b4a8f9fa691+tf9b3d1b3c285,extension,E05_arxiv_paper_text,False,wrong_tool,wrong_arg_value,paper_text,paper_text,False,True,False,"arxiv_url: expected '1706.03762', got 'https://arxiv.org/abs/1706.03762'"
v3_B_extension_openrouter_20260602T153810541460,v3,v3+p3b4a8f9fa691+tf9b3d1b3c285,extension,E06_briefing_live_plus_style,False,wrong_tool,missing_tool_call,lookup|policy,policy,False,False,False,missing tool call lookup
v3_B_extension_openrouter_20260602T153810541460,v3,v3+p3b4a8f9fa691+tf9b3d1b3c285,extension,E07_paper_scan_template_plus_arxiv,False,wrong_tool,missing_tool_call,papers|policy,papers,False,False,False,missing tool call policy
v3_B_extension_openrouter_20260602T153810541460,v3,v3+p3b4a8f9fa691+tf9b3d1b3c285,extension,E08_specific_url_not_arxiv,False,wrong_tool,missing_tool_call,fetch|policy,fetch,False,False,False,missing tool call policy
v3_B_extension_openrouter_20260602T153810541460,v3,v3+p3b4a8f9fa691+tf9b3d1b3c285,extension,E09_two_links_parallel,False,wrong_tool,missing_tool_call,fetch|fetch,fetch,False,False,False,missing tool call fetch
